날짜,성명,거래처,품목,금액(원),category_id
2026-03-02,영업3팀_사원2,거래처_39,품목_775,3633113,cat_id_6
2026-03-02,영업3팀_사원2,거래처_40,품목_546,1910827,cat_id_7
2026-03-02,영업3팀_사원2,거래처_23,품목_166,2376934,cat_id_7
2026-03-02,영업3팀_사원2,거래처_21,품목_731,5416283,cat_id_2
2026-03-02,영업3팀_사원2,거래처_39,품목_241,1713006,cat_id_2
2026-03-02,영업3팀_사원2,거래처_25,품목_894,4488153,cat_id_5
2026-03-02,영업3팀_사원3,거래처_10,품목_737,5361536,cat_id_8
2026-03-02,영업3팀_사원3,거래처_51,품목_977,4159789,cat_id_8
2026-03-02,영업3팀_사원3,거래처_27,품목_40,1663386,cat_id_1
2026-03-02,영업3팀_사원3,거래처_48,품목_890,1500729,cat_id_1
2026-03-02,영업3팀_사원3,거래처_34,품목_256,4501521,cat_id_7
2026-03-02,영업3팀_사원3,거래처_26,품목_904,4572207,cat_id_5
2026-03-02,영업3팀_사원3,거래처_1,품목_339,3760078,cat_id_10
2026-03-02,영업3팀_사원3,거래처_40,품목_59,2078858,cat_id_10
2026-03-02,영업3팀_사원3,거래처_7,품목_450,2867259,cat_id_1
2026-03-02,영업3팀_사원3,거래처_8,품목_76,1639193,cat_id_7
2026-03-02,영업3팀_사원3,거래처_49,품목_687,4869389,cat_id_8
2026-03-02,영업3팀_사원3,거래처_13,품목_97,1866083,cat_id_8
2026-03-02,영업3팀_사원3,거래처_20,품목_15,3991151,cat_id_6
2026-03-02,영업3팀_사원3,거래처_27,품목_501,5053872,cat_id_2
2026-03-02,영업3팀_사원3,거래처_10,품목_416,4398637,cat_id_7
2026-03-02,영업3팀_사원3,거래처_6,품목_663,2744913,cat_id_4
2026-03-02,영업3팀_사원3,거래처_26,품목_673,4055104,cat_id_4
2026-03-02,영업3팀_사원4,거래처_43,품목_173,5095710,cat_id_4
2026-03-02,영업3팀_사원4,거래처_32,품목_681,5346247,cat_id_2
2026-03-02,영업3팀_사원4,거래처_22,품목_266,2832588,cat_id_7
2026-03-02,영업3팀_사원4,거래처_7,품목_888,4409986,cat_id_9
2026-03-02,영업3팀_사원4,거래처_49,품목_173,4971410,cat_id_4
2026-03-02,영업3팀_사원4,거래처_26,품목_860,2445926,cat_id_1
2026-03-02,영업3팀_사원4,거래처_33,품목_513,1537079,cat_id_4
2026-03-02,영업3팀_사원4,거래처_32,품목_400,4620498,cat_id_1
2026-03-02,영업3팀_사원4,거래처_45,품목_853,1931754,cat_id_4
2026-03-02,영업3팀_사원4,거래처_27,품목_98,3625330,cat_id_9
2026-03-02,영업3팀_사원4,거래처_1,품목_226,4558724,cat_id_7
2026-03-02,영업3팀_사원4,거래처_23,품목_2,4593519,cat_id_3
2026-03-02,영업3팀_사원4,거래처_23,품목_652,3122543,cat_id_3
2026-03-02,영업3팀_사원5,거래처_48,품목_91,4223857,cat_id_2
2026-03-02,영업3팀_사원5,거래처_13,품목_919,3859925,cat_id_10
2026-03-02,영업3팀_사원5,거래처_30,품목_917,3734526,cat_id_8
2026-03-02,영업3팀_사원5,거래처_39,품목_504,3804318,cat_id_5
2026-03-02,영업3팀_사원5,거래처_37,품목_447,5472539,cat_id_8
2026-03-02,영업3팀_사원5,거래처_46,품목_574,3087213,cat_id_5
2026-03-02,영업3팀_사원5,거래처_28,품목_2,5490109,cat_id_3
2026-03-02,영업3팀_사원5,거래처_2,품목_16,4211365,cat_id_7
2026-03-02,영업3팀_사원5,거래처_25,품목_171,2406555,cat_id_2
2026-03-02,영업3팀_사원5,거래처_52,품목_428,5236968,cat_id_9
2026-03-02,영업3팀_사원5,거래처_19,품목_471,2628009,cat_id_2
2026-03-02,영업3팀_사원5,거래처_29,품목_45,1605800,cat_id_6
2026-03-02,영업3팀_사원5,거래처_36,품목_836,3161542,cat_id_7
2026-03-02,영업3팀_사원5,거래처_37,품목_853,3742122,cat_id_4
2026-03-02,영업3팀_사원5,거래처_52,품목_439,4178040,cat_id_10
2026-03-02,영업3팀_사원5,거래처_46,품목_968,1629988,cat_id_9
2026-03-02,영업3팀_사원5,거래처_13,품목_295,4512349,cat_id_6
2026-03-02,영업3팀_사원5,거래처_24,품목_465,2061226,cat_id_6
2026-03-02,영업3팀_사원6,거래처_3,품목_428,4844710,cat_id_9
2026-03-02,영업3팀_사원6,거래처_38,품목_627,5430418,cat_id_8
2026-03-02,영업3팀_사원6,거래처_8,품목_746,2289596,cat_id_7
2026-03-02,영업3팀_사원6,거래처_52,품목_720,4772784,cat_id_1
2026-03-02,영업3팀_사원6,거래처_46,품목_566,3727805,cat_id_7
2026-03-02,영업3팀_사원6,거래처_30,품목_905,3859599,cat_id_6
2026-03-02,영업3팀_사원6,거래처_29,품목_32,2567218,cat_id_3
2026-03-02,영업3팀_사원6,거래처_5,품목_966,5044931,cat_id_7
2026-03-02,영업3팀_사원6,거래처_10,품목_799,3582223,cat_id_10
2026-03-02,영업3팀_사원6,거래처_9,품목_201,4051523,cat_id_2
2026-03-02,영업3팀_사원6,거래처_37,품목_387,2746717,cat_id_8
2026-03-02,영업3팀_사원6,거래처_54,품목_209,3213778,cat_id_10
2026-03-02,영업3팀_사원6,거래처_45,품목_68,2476512,cat_id_9
2026-03-02,영업3팀_사원6,거래처_43,품목_915,4335340,cat_id_6
2026-03-02,영업3팀_사원6,거래처_4,품목_434,4377852,cat_id_5
2026-03-02,영업3팀_사원6,거래처_31,품목_210,3068018,cat_id_1
2026-03-02,영업4팀_사원1,거래처_6,품목_233,5452323,cat_id_4
2026-03-02,영업4팀_사원1,거래처_11,품목_681,1652822,cat_id_2
2026-03-02,영업4팀_사원1,거래처_15,품목_420,5331274,cat_id_1
2026-03-02,영업4팀_사원1,거래처_26,품목_480,2102910,cat_id_1
2026-03-02,영업4팀_사원1,거래처_21,품목_414,3295882,cat_id_5
2026-03-02,영업4팀_사원1,거래처_7,품목_606,2347622,cat_id_7
2026-03-02,영업4팀_사원1,거래처_11,품목_425,3692291,cat_id_6
2026-03-02,영업4팀_사원1,거래처_21,품목_178,3448719,cat_id_9
2026-03-02,영업4팀_사원1,거래처_53,품목_672,4725139,cat_id_3
2026-03-02,영업4팀_사원1,거래처_48,품목_138,4097575,cat_id_9
2026-03-02,영업4팀_사원1,거래처_46,품목_109,2665287,cat_id_10
2026-03-02,영업4팀_사원1,거래처_52,품목_181,3929958,cat_id_2
2026-03-02,영업4팀_사원1,거래처_19,품목_311,4186146,cat_id_2
2026-03-02,영업4팀_사원1,거래처_28,품목_619,3643627,cat_id_10
2026-03-02,영업4팀_사원1,거래처_34,품목_970,4029940,cat_id_1
2026-03-02,영업4팀_사원1,거래처_12,품목_400,4584245,cat_id_1
2026-03-02,영업4팀_사원2,거래처_8,품목_717,3259187,cat_id_8
2026-03-02,영업4팀_사원2,거래처_18,품목_827,2709303,cat_id_8
2026-03-02,영업4팀_사원2,거래처_1,품목_548,1707675,cat_id_9
2026-03-02,영업4팀_사원2,거래처_50,품목_560,2003348,cat_id_1
2026-03-02,영업4팀_사원2,거래처_47,품목_566,4941665,cat_id_7
2026-03-02,영업4팀_사원2,거래처_51,품목_376,4893401,cat_id_7
2026-03-02,영업4팀_사원2,거래처_31,품목_596,5242652,cat_id_7
2026-03-02,영업4팀_사원2,거래처_31,품목_551,2928599,cat_id_2
2026-03-02,영업4팀_사원2,거래처_37,품목_359,3865111,cat_id_10
2026-03-02,영업4팀_사원2,거래처_43,품목_962,1597805,cat_id_3
2026-03-02,영업4팀_사원2,거래처_50,품목_884,2604886,cat_id_5
2026-03-02,영업4팀_사원2,거래처_17,품목_670,5261084,cat_id_1
2026-03-02,영업4팀_사원3,거래처_2,품목_51,3158106,cat_id_2
2026-03-02,영업4팀_사원3,거래처_40,품목_668,5088143,cat_id_9
2026-03-02,영업4팀_사원3,거래처_13,품목_638,4225539,cat_id_9
2026-03-02,영업4팀_사원3,거래처_31,품목_401,2077671,cat_id_2
2026-03-02,영업4팀_사원3,거래처_54,품목_396,3259365,cat_id_7
2026-03-02,영업4팀_사원3,거래처_22,품목_583,4764962,cat_id_4
2026-03-02,영업4팀_사원3,거래처_54,품목_747,4975008,cat_id_8
2026-03-02,영업4팀_사원3,거래처_32,품목_373,3406111,cat_id_4
2026-03-02,영업4팀_사원3,거래처_37,품목_232,2611133,cat_id_3
2026-03-02,영업4팀_사원3,거래처_39,품목_679,2055218,cat_id_10
2026-03-02,영업4팀_사원3,거래처_15,품목_422,5399501,cat_id_3
2026-03-02,영업4팀_사원3,거래처_7,품목_84,3832939,cat_id_5
2026-03-02,영업4팀_사원3,거래처_50,품목_589,1989141,cat_id_10
2026-03-02,영업4팀_사원3,거래처_22,품목_846,4014672,cat_id_7
2026-03-02,영업4팀_사원3,거래처_37,품목_536,3013569,cat_id_7
2026-03-02,영업4팀_사원4,거래처_12,품목_63,4211385,cat_id_4
2026-03-02,영업4팀_사원4,거래처_42,품목_883,4423187,cat_id_4
2026-03-02,영업4팀_사원4,거래처_12,품목_9,2531769,cat_id_10
2026-03-02,영업4팀_사원4,거래처_28,품목_832,4205566,cat_id_3
2026-03-02,영업4팀_사원4,거래처_35,품목_175,2658783,cat_id_6
2026-03-02,영업4팀_사원4,거래처_3,품목_169,4990059,cat_id_10
2026-03-02,영업4팀_사원4,거래처_50,품목_450,2051009,cat_id_1
2026-03-02,영업4팀_사원4,거래처_24,품목_693,4481139,cat_id_4
2026-03-02,영업4팀_사원4,거래처_10,품목_805,5267915,cat_id_6
2026-03-02,영업4팀_사원4,거래처_14,품목_351,3466199,cat_id_2
2026-03-02,영업4팀_사원4,거래처_27,품목_479,2414432,cat_id_10
2026-03-02,영업4팀_사원4,거래처_52,품목_708,2518156,cat_id_9
2026-03-02,영업4팀_사원4,거래처_45,품목_969,3147728,cat_id_10
2026-03-02,영업4팀_사원4,거래처_11,품목_947,2085908,cat_id_8
2026-03-02,영업4팀_사원4,거래처_26,품목_673,4694255,cat_id_4
2026-03-02,영업4팀_사원4,거래처_47,품목_293,3946582,cat_id_4
2026-03-02,영업4팀_사원5,거래처_44,품목_948,4822648,cat_id_9
2026-03-02,영업4팀_사원5,거래처_51,품목_892,2551571,cat_id_3
2026-03-02,영업4팀_사원5,거래처_33,품목_907,3145262,cat_id_8
2026-03-02,영업4팀_사원5,거래처_12,품목_988,2758980,cat_id_9
2026-03-02,영업4팀_사원5,거래처_32,품목_839,3509641,cat_id_10
2026-03-02,영업4팀_사원5,거래처_10,품목_582,1686055,cat_id_3
2026-03-02,영업4팀_사원5,거래처_30,품목_418,3946998,cat_id_9
2026-03-02,영업4팀_사원5,거래처_41,품목_175,5141610,cat_id_6
2026-03-02,영업4팀_사원5,거래처_31,품목_210,3051296,cat_id_1
2026-03-02,영업4팀_사원5,거래처_41,품목_988,2425028,cat_id_9
2026-03-02,영업4팀_사원5,거래처_13,품목_821,5333325,cat_id_2
2026-03-02,영업4팀_사원5,거래처_37,품목_720,4901212,cat_id_1
2026-03-02,영업4팀_사원5,거래처_24,품목_649,2869012,cat_id_10
2026-03-02,영업4팀_사원5,거래처_53,품목_146,4440394,cat_id_7
2026-03-02,영업4팀_사원6,거래처_21,품목_705,3609969,cat_id_6
2026-03-02,영업4팀_사원6,거래처_10,품목_362,2618309,cat_id_3
2026-03-02,영업4팀_사원6,거래처_13,품목_30,5424864,cat_id_1
2026-03-02,영업4팀_사원6,거래처_2,품목_504,4375680,cat_id_5
2026-03-02,영업4팀_사원6,거래처_20,품목_568,5207894,cat_id_9
2026-03-02,영업4팀_사원6,거래처_6,품목_26,1773379,cat_id_7
2026-03-02,영업4팀_사원6,거래처_7,품목_512,5344209,cat_id_3
2026-03-02,영업4팀_사원6,거래처_28,품목_428,5036420,cat_id_9
2026-03-02,영업4팀_사원6,거래처_35,품목_983,2855889,cat_id_4
2026-03-02,영업4팀_사원6,거래처_38,품목_76,3378871,cat_id_7
2026-03-02,영업4팀_사원6,거래처_35,품목_512,1525029,cat_id_3
2026-03-02,영업4팀_사원6,거래처_47,품목_518,3926104,cat_id_9
2026-03-02,영업4팀_사원6,거래처_35,품목_52,3966782,cat_id_3
2026-03-02,영업4팀_사원6,거래처_31,품목_663,2561351,cat_id_4
2026-03-02,영업4팀_사원6,거래처_29,품목_344,2919745,cat_id_5
2026-03-02,영업4팀_사원6,거래처_33,품목_22,4570869,cat_id_3
2026-03-02,영업5팀_사원1,거래처_8,품목_230,1741978,cat_id_1
2026-03-02,영업5팀_사원1,거래처_18,품목_411,2105045,cat_id_2
2026-03-02,영업5팀_사원1,거래처_55,품목_835,2875796,cat_id_6
2026-03-02,영업5팀_사원1,거래처_51,품목_300,3088095,cat_id_1
2026-03-02,영업5팀_사원1,거래처_37,품목_583,3068715,cat_id_4
2026-03-02,영업5팀_사원1,거래처_5,품목_68,5424617,cat_id_9
2026-03-02,영업5팀_사원1,거래처_55,품목_509,4445664,cat_id_10
2026-03-02,영업5팀_사원1,거래처_22,품목_654,4685242,cat_id_5
